InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalAmount,YearMonth
538558,22297,HEART IVORY TRELLIS SMALL,2,2010-12-13 10:58:00,1.25,13069.0,United Kingdom,2.5,2010-12
559057,20723,STRAWBERRY CHARLOTTE BAG,10,2011-07-06 09:46:00,0.85,13089.0,United Kingdom,8.5,2011-07
580981,22469,HEART OF WICKER SMALL,12,2011-12-06 16:02:00,1.65,16201.0,United Kingdom,19.8,2011-12
565598,22730,ALARM CLOCK BAKELIKE IVORY,4,2011-09-05 14:30:00,3.75,14842.0,United Kingdom,15.0,2011-09
567211,23185,FRENCH STYLE STORAGE JAR JAM,12,2011-09-19 11:02:00,0.29,14159.0,United Kingdom,3.4799999999999995,2011-09
571431,23344,JUMBO BAG 50'S CHRISTMAS ,100,2011-10-17 12:52:00,1.79,13881.0,United Kingdom,179.0,2011-10
553675,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2011-05-18 12:52:00,1.25,13719.0,United Kingdom,15.0,2011-05
554672,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,12,2011-05-25 15:54:00,1.25,14415.0,United Kingdom,15.0,2011-05
575986,23238,SET OF 4 KNICK KNACK TINS LONDON ,6,2011-11-13 14:11:00,4.15,13018.0,United Kingdom,24.9,2011-11
560368,23294,SET OF 6 SNACK LOAF BAKING CASES,1,2011-07-18 12:25:00,0.83,17841.0,United Kingdom,0.83,2011-07
562517,23200,JUMBO BAG PEARS,6,2011-08-05 12:27:00,2.08,15719.0,United Kingdom,12.48,2011-08
563855,23202,JUMBO BAG VINTAGE LEAF,20,2011-08-19 15:29:00,2.08,14709.0,United Kingdom,41.6,2011-08
555631,22916,HERB MARKER THYME,2,2011-06-06 12:06:00,0.65,18118.0,United Kingdom,1.3,2011-06
563739,21162,TOXIC AREA  DOOR HANGER ,5,2011-08-18 20:05:00,0.39,17750.0,United Kingdom,1.95,2011-08
580283,21991,BOHEMIAN COLLAGE STATIONERY SET,12,2011-12-02 13:20:00,1.25,16133.0,United Kingdom,15.0,2011-12
566566,22144,CHRISTMAS CRAFT LITTLE FRIENDS,1,2011-09-13 12:32:00,4.13,14096.0,United Kingdom,4.13,2011-09
575981,23350,ROLL WRAP VINTAGE SPOT ,12,2011-11-13 13:41:00,1.25,15500.0,United Kingdom,15.0,2011-11
571238,23541,WALL ART CLASSIC PUDDINGS ,2,2011-10-14 14:44:00,8.25,14290.0,United Kingdom,16.5,2011-10
541684,21900,"KEY FOB , SHED",10,2011-01-20 15:22:00,0.65,15498.0,United Kingdom,6.5,2011-01
576217,22604,SET OF 4 NAPKIN CHARMS CUTLERY,1,2011-11-14 12:56:00,2.55,17081.0,United Kingdom,2.55,2011-11
569693,22971,QUEENS GUARD COFFEE MUG,6,2011-10-05 15:18:00,2.55,17837.0,United Kingdom,15.3,2011-10
557226,85099F,JUMBO BAG STRAWBERRY,10,2011-06-17 13:39:00,2.08,15805.0,United Kingdom,20.8,2011-06
577172,23493,VINTAGE DOILY TRAVEL SEWING KIT,6,2011-11-18 10:56:00,1.95,17760.0,United Kingdom,11.7,2011-11
573362,23150,IVORY SWEETHEART SOAP DISH,6,2011-10-30 13:06:00,2.49,12597.0,Spain,14.94,2011-10
573576,22904,CALENDAR PAPER CUT DESIGN,1,2011-10-31 14:09:00,5.79,14096.0,United Kingdom,5.79,2011-10
548710,22652,TRAVEL SEWING KIT,10,2011-04-03 13:24:00,1.65,16678.0,United Kingdom,16.5,2011-04
552893,22716,CARD CIRCUS PARADE,12,2011-05-12 10:49:00,0.42,14421.0,United Kingdom,5.04,2011-05
575066,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-11-08 12:42:00,1.25,13668.0,United Kingdom,15.0,2011-11
556728,23300,GARDENERS KNEELING PAD CUP OF TEA ,2,2011-06-14 11:36:00,1.65,15719.0,United Kingdom,3.3,2011-06
580512,85099B,JUMBO BAG RED RETROSPOT,10,2011-12-04 13:55:00,2.08,12673.0,Germany,20.8,2011-12
550341,22634,CHILDS BREAKFAST SET SPACEBOY ,2,2011-04-17 15:53:00,9.95,13018.0,United Kingdom,19.9,2011-04
576326,21175,GIN + TONIC DIET METAL SIGN,1,2011-11-14 15:18:00,2.55,16504.0,United Kingdom,2.55,2011-11
576246,22026,BANQUET BIRTHDAY  CARD  ,12,2011-11-14 13:42:00,0.42,17566.0,United Kingdom,5.04,2011-11
554795,20717,STRAWBERRY SHOPPER BAG,10,2011-05-26 12:46:00,1.25,14210.0,United Kingdom,12.5,2011-05
573387,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,2,2011-10-30 14:33:00,1.45,15054.0,United Kingdom,2.9,2011-10
580613,23311,VINTAGE CHRISTMAS STOCKING ,6,2011-12-05 12:03:00,2.55,14759.0,United Kingdom,15.3,2011-12
568938,21123,SET/10 IVORY POLKADOT PARTY CANDLES,4,2011-09-29 14:46:00,1.25,17220.0,United Kingdom,5.0,2011-09
548148,21746,SMALL RED RETROSPOT WINDMILL,6,2011-03-29 12:31:00,1.25,17931.0,United Kingdom,7.5,2011-03
572289,23272,TREE T-LIGHT HOLDER WILLIE WINKIE,2,2011-10-23 12:37:00,1.65,13782.0,United Kingdom,3.3,2011-10
576838,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,2011-11-16 15:21:00,1.25,18075.0,United Kingdom,15.0,2011-11
541615,22568,FELTCRAFT CUSHION OWL,3,2011-01-20 10:43:00,3.75,16395.0,United Kingdom,11.25,2011-01
571039,23191,BUNDLE OF 3 RETRO NOTE BOOKS,2,2011-10-13 12:59:00,1.65,16121.0,United Kingdom,3.3,2011-10
569962,21539,RED RETROSPOT BUTTER DISH,6,2011-10-06 18:45:00,4.95,13993.0,United Kingdom,29.700000000000003,2011-10
543555,22848,BREAD BIN DINER STYLE PINK,4,2011-02-10 10:18:00,14.95,17686.0,United Kingdom,59.8,2011-02
563720,22211,WOOD STAMP SET FLOWERS,3,2011-08-18 16:24:00,0.83,15867.0,United Kingdom,2.49,2011-08
540953,21829,DINOSAUR KEYRINGS ASSORTED,36,2011-01-12 13:16:00,0.21,14587.0,United Kingdom,7.56,2011-01
538171,20760,GARDEN PATH POCKET BOOK,3,2010-12-09 20:01:00,0.85,17530.0,United Kingdom,2.55,2010-12
574310,21977,PACK OF 60 PINK PAISLEY CAKE CASES,3,2011-11-03 16:56:00,0.55,13467.0,United Kingdom,1.65,2011-11
578852,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,2011-11-27 11:12:00,2.95,17841.0,United Kingdom,2.95,2011-11
577090,22384,LUNCH BAG PINK POLKADOT,10,2011-11-17 16:02:00,1.65,13828.0,United Kingdom,16.5,2011-11
578043,23569,TRADTIONAL ALPHABET STAMP SET,4,2011-11-22 14:39:00,4.95,12474.0,Germany,19.8,2011-11
562166,21670,BLUE SPOT CERAMIC DRAWER KNOB,12,2011-08-03 12:10:00,1.25,13209.0,United Kingdom,15.0,2011-08
561100,22027,TEA PARTY BIRTHDAY CARD,12,2011-07-25 11:01:00,0.42,15289.0,United Kingdom,5.04,2011-07
561197,22197,POPCORN HOLDER,16,2011-07-25 14:35:00,0.85,16364.0,United Kingdom,13.6,2011-07
576067,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-11-13 15:48:00,0.85,14227.0,United Kingdom,8.5,2011-11
577893,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,12,2011-11-22 11:47:00,1.25,17073.0,United Kingdom,15.0,2011-11
563935,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,2011-08-21 16:24:00,6.95,15547.0,United Kingdom,13.9,2011-08
565967,20750,RED RETROSPOT MINI CASES,12,2011-09-08 11:27:00,6.35,14646.0,Netherlands,76.19999999999999,2011-09
563686,23208,LUNCH BAG VINTAGE LEAF DESIGN,30,2011-08-18 12:30:00,1.65,13098.0,United Kingdom,49.5,2011-08
568317,22689,DOORMAT MERRY CHRISTMAS RED ,4,2011-09-26 13:25:00,8.25,17491.0,United Kingdom,33.0,2011-09
567182,22867,HAND WARMER BIRD DESIGN,6,2011-09-18 15:21:00,2.1,13334.0,United Kingdom,12.6,2011-09
560998,23110,PARISIENNE KEY CABINET ,2,2011-07-22 14:07:00,5.75,14243.0,United Kingdom,11.5,2011-07
562101,22737,RIBBON REEL CHRISTMAS PRESENT ,10,2011-08-02 14:04:00,1.65,13850.0,United Kingdom,16.5,2011-08
570598,21169,YOU'RE CONFUSING ME METAL SIGN ,12,2011-10-11 11:55:00,1.69,14175.0,United Kingdom,20.28,2011-10
565766,23551,PACK OF 12 PAISLEY PARK TISSUES ,1,2011-09-06 14:23:00,0.39,17841.0,United Kingdom,0.39,2011-09
546658,21670,BLUE SPOT CERAMIC DRAWER KNOB,12,2011-03-15 14:21:00,1.25,15150.0,United Kingdom,15.0,2011-03
569493,21914,BLUE HARMONICA IN BOX ,12,2011-10-04 13:35:00,1.25,13317.0,United Kingdom,15.0,2011-10
552332,22302,COFFEE MUG PEARS  DESIGN,6,2011-05-09 10:24:00,2.55,13908.0,United Kingdom,15.3,2011-05
552410,84795B,SUNSET CHECK HAMMOCK,2,2011-05-09 12:40:00,7.95,14527.0,United Kingdom,15.9,2011-05
559685,POST,POSTAGE,1,2011-07-11 15:22:00,18.0,12599.0,France,18.0,2011-07
557414,22418,10 COLOUR SPACEBOY PEN,24,2011-06-20 11:42:00,0.85,15840.0,United Kingdom,20.4,2011-06
564733,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,1,2011-08-28 13:18:00,0.83,17841.0,United Kingdom,0.83,2011-08
540021,20655,QUEEN OF SKIES LUGGAGE TAG,1,2011-01-04 12:51:00,1.25,17841.0,United Kingdom,1.25,2011-01
572703,84992,72 SWEETHEART FAIRY CAKE CASES,2,2011-10-25 14:35:00,0.55,16110.0,United Kingdom,1.1,2011-10
557957,22667,RECIPE BOX RETROSPOT ,6,2011-06-23 19:20:00,2.95,13969.0,United Kingdom,17.700000000000003,2011-06
551426,22710,WRAP I LOVE LONDON ,25,2011-04-28 14:39:00,0.42,14022.0,United Kingdom,10.5,2011-04
581335,84819,DANISH ROSE ROUND SEWING BOX,16,2011-12-08 12:07:00,0.79,15214.0,United Kingdom,12.64,2011-12
543990,22767,TRIPLE PHOTO FRAME CORNICE ,2,2011-02-15 09:59:00,9.95,15122.0,United Kingdom,19.9,2011-02
577258,23213,STAR WREATH DECORATION WITH BELL,2,2011-11-18 12:27:00,1.25,16764.0,United Kingdom,2.5,2011-11
548993,22980,PANTRY SCRUBBING BRUSH,48,2011-04-05 13:56:00,1.45,12753.0,Japan,69.6,2011-04
573380,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,2011-10-30 14:04:00,2.95,14572.0,United Kingdom,17.700000000000003,2011-10
547195,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,12,2011-03-21 12:42:00,2.95,17204.0,United Kingdom,35.400000000000006,2011-03
562713,84946,ANTIQUE SILVER T-LIGHT GLASS,72,2011-08-08 15:17:00,1.06,15189.0,United Kingdom,76.32000000000001,2011-08
558537,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,144,2011-06-30 12:06:00,1.06,12424.0,Australia,152.64,2011-06
547515,48187,DOORMAT NEW ENGLAND,10,2011-03-23 14:02:00,6.75,13267.0,United Kingdom,67.5,2011-03
577010,21913,VINTAGE SEASIDE JIGSAW PUZZLES,1,2011-11-17 12:11:00,3.75,15506.0,United Kingdom,3.75,2011-11
566976,21912,VINTAGE SNAKES & LADDERS,4,2011-09-16 09:27:00,3.75,15382.0,United Kingdom,15.0,2011-09
580152,22908,PACK OF 20 NAPKINS RED APPLES,12,2011-12-02 10:22:00,0.85,12364.0,Belgium,10.2,2011-12
575507,22425,ENAMEL COLANDER CREAM,3,2011-11-10 10:32:00,4.95,17197.0,United Kingdom,14.85,2011-11
575726,23366,SET 12 COLOURING PENCILS DOILY,2,2011-11-10 19:12:00,0.65,16791.0,United Kingdom,1.3,2011-11
575975,23318,BOX OF 6 MINI VINTAGE CRACKERS,6,2011-11-13 13:18:00,2.49,13536.0,United Kingdom,14.94,2011-11
548909,37446,MINI CAKE STAND WITH HANGING CAKES,16,2011-04-05 08:43:00,1.45,12779.0,Poland,23.2,2011-04
550163,23230,WRAP ALPHABET DESIGN,25,2011-04-14 16:26:00,0.42,14154.0,United Kingdom,10.5,2011-04
576093,23189,SET OF 12 FORK CANDLES,6,2011-11-14 09:05:00,2.89,17744.0,United Kingdom,17.34,2011-11
581059,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-12-07 11:12:00,2.95,13267.0,United Kingdom,17.700000000000003,2011-12
552655,23170,REGENCY TEA PLATE ROSES ,2,2011-05-10 14:22:00,1.65,14587.0,United Kingdom,3.3,2011-05
547358,48188,DOORMAT WELCOME PUPPIES,1,2011-03-22 12:25:00,7.95,15998.0,United Kingdom,7.95,2011-03
564710,22492,MINI PAINT SET VINTAGE ,36,2011-08-28 10:21:00,0.65,15625.0,United Kingdom,23.4,2011-08
563580,21716,BOYS VINTAGE TIN SEASIDE BUCKET,1,2011-08-17 15:53:00,2.55,16706.0,United Kingdom,2.55,2011-08
551417,22621,TRADITIONAL KNITTING NANCY,12,2011-04-28 13:41:00,1.65,15632.0,United Kingdom,19.8,2011-04
547658,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,1,2011-03-24 13:04:00,2.95,13736.0,United Kingdom,2.95,2011-03
570700,23175,REGENCY MILK JUG PINK ,4,2011-10-12 09:29:00,3.25,14156.0,EIRE,13.0,2011-10
541266,22558,CLOTHES PEGS RETROSPOT PACK 24 ,6,2011-01-16 16:25:00,1.49,15673.0,United Kingdom,8.94,2011-01
542785,84789,ENCHANTED BIRD PLANT CAGE,16,2011-02-01 10:14:00,2.95,13881.0,United Kingdom,47.2,2011-02
568100,22662,LUNCH BAG DOLLY GIRL DESIGN,10,2011-09-23 15:20:00,1.65,15475.0,United Kingdom,16.5,2011-09
550052,20726,LUNCH BAG WOODLAND,10,2011-04-14 12:00:00,1.65,17068.0,United Kingdom,16.5,2011-04
563709,23136,IVORY WIRE SWEETHEART LETTER TRAY,1,2011-08-18 15:17:00,3.75,15472.0,United Kingdom,3.75,2011-08
570102,23514,EMBROIDERED RIBBON REEL SALLY ,6,2011-10-07 12:17:00,2.08,16455.0,United Kingdom,12.48,2011-10
578682,22273,FELTCRAFT DOLL MOLLY,12,2011-11-25 08:55:00,2.95,17173.0,United Kingdom,35.400000000000006,2011-11
542090,84050,PINK HEART SHAPE EGG FRYING PAN,10,2011-01-25 12:39:00,1.65,15518.0,United Kingdom,16.5,2011-01
571653,22306,SILVER MUG BONE CHINA TREE OF LIFE,12,2011-10-18 12:17:00,1.06,14298.0,United Kingdom,12.72,2011-10
577039,22418,10 COLOUR SPACEBOY PEN,24,2011-11-17 13:30:00,0.85,12539.0,Spain,20.4,2011-11
561356,21155,RED RETROSPOT PEG BAG,6,2011-07-26 14:56:00,2.55,14273.0,United Kingdom,15.3,2011-07
544667,21937,STRAWBERRY   PICNIC BAG,50,2011-02-22 15:10:00,2.55,17511.0,United Kingdom,127.5,2011-02
551747,84660B,BLACK STITCHED WALL CLOCK,40,2011-05-04 11:00:00,1.25,14298.0,United Kingdom,50.0,2011-05
574089,84946,ANTIQUE SILVER T-LIGHT GLASS,12,2011-11-03 09:07:00,1.25,17611.0,United Kingdom,15.0,2011-11
540260,22472,TV DINNER TRAY DOLLY GIRL,3,2011-01-06 09:40:00,4.95,13097.0,United Kingdom,14.85,2011-01
571188,22413,METAL SIGN TAKE IT OR LEAVE IT ,6,2011-10-14 11:42:00,2.95,12783.0,Portugal,17.700000000000003,2011-10
539840,22489,PACK OF 12 TRADITIONAL CRAYONS,24,2010-12-22 14:28:00,0.42,12383.0,Belgium,10.08,2010-12
565407,22553,PLASTERS IN TIN SKULLS,6,2011-09-04 11:00:00,1.65,16983.0,United Kingdom,9.9,2011-09
562102,22329,ROUND CONTAINER SET OF 5 RETROSPOT,12,2011-08-02 14:21:00,1.65,13089.0,United Kingdom,19.8,2011-08
540187,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2011-01-05 13:53:00,1.25,15358.0,United Kingdom,15.0,2011-01
566292,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,2011-09-11 15:35:00,0.85,13381.0,United Kingdom,10.2,2011-09
572309,85231B,CINAMMON SET OF 9 T-LIGHTS,4,2011-10-23 15:29:00,0.85,14432.0,United Kingdom,3.4,2011-10
575069,23354,6 GIFT TAGS 50'S CHRISTMAS ,12,2011-11-08 12:51:00,0.83,17637.0,United Kingdom,9.96,2011-11
550468,22730,ALARM CLOCK BAKELIKE IVORY,4,2011-04-18 13:43:00,3.75,16700.0,United Kingdom,15.0,2011-04
576704,23403,LETTER HOLDER HOME SWEET HOME,1,2011-11-16 12:29:00,3.75,14527.0,United Kingdom,3.75,2011-11
574965,23344,JUMBO BAG 50'S CHRISTMAS ,1,2011-11-08 10:44:00,2.08,17964.0,United Kingdom,2.08,2011-11
577536,23084,RABBIT NIGHT LIGHT,2,2011-11-20 14:14:00,2.08,15850.0,United Kingdom,4.16,2011-11
547656,21484,CHICK GREY HOT WATER BOTTLE,1,2011-03-24 12:53:00,3.45,13263.0,United Kingdom,3.45,2011-03
568064,22112,CHOCOLATE HOT WATER BOTTLE,3,2011-09-23 13:42:00,4.95,14880.0,United Kingdom,14.85,2011-09
539464,22110,BIRD HOUSE HOT WATER BOTTLE,3,2010-12-19 11:35:00,2.55,17913.0,United Kingdom,7.649999999999999,2010-12
570214,21094,SET/6 RED SPOTTY PAPER PLATES,3,2011-10-09 11:50:00,0.85,12748.0,United Kingdom,2.55,2011-10
559307,23300,GARDENERS KNEELING PAD CUP OF TEA ,1,2011-07-07 13:02:00,1.65,15356.0,United Kingdom,1.65,2011-07
574317,17084R,ASSORTED INCENSE PACK,72,2011-11-03 18:49:00,0.21,17078.0,United Kingdom,15.12,2011-11
546863,15036,ASSORTED COLOURS SILK FAN,600,2011-03-17 15:41:00,0.65,16377.0,United Kingdom,390.0,2011-03
572544,23368,SET 12 COLOUR PENCILS DOLLY GIRL ,3,2011-10-24 16:34:00,0.65,16023.0,United Kingdom,1.95,2011-10
578243,22865,HAND WARMER OWL DESIGN,24,2011-11-23 12:33:00,2.1,13448.0,United Kingdom,50.400000000000006,2011-11
543372,22325,MOBILE VINTAGE HEARTS ,3,2011-02-07 15:01:00,4.95,16321.0,Australia,14.85,2011-02
561898,23196,VINTAGE LEAF MAGNETIC NOTEPAD,12,2011-07-31 15:25:00,1.45,12456.0,Switzerland,17.4,2011-07
568710,22189,CREAM HEART CARD HOLDER,2,2011-09-28 15:42:00,3.95,14649.0,United Kingdom,7.9,2011-09
563021,22961,JAM MAKING SET PRINTED,6,2011-08-11 13:25:00,1.45,18077.0,United Kingdom,8.7,2011-08
568895,23002,TRAVEL CARD WALLET SKULLS,4,2011-09-29 13:11:00,0.42,15356.0,United Kingdom,1.68,2011-09
552869,21733,RED HANGING HEART T-LIGHT HOLDER,6,2011-05-12 08:41:00,2.95,15106.0,United Kingdom,17.700000000000003,2011-05
559834,22567,20 DOLLY PEGS RETROSPOT,12,2011-07-13 10:02:00,1.45,12576.0,Poland,17.4,2011-07
578088,22436,12 COLOURED PARTY BALLOONS,10,2011-11-22 16:47:00,0.65,16376.0,United Kingdom,6.5,2011-11
560979,84877D,BLUE ROUND COMPACT MIRROR,24,2011-07-22 12:21:00,1.25,15232.0,United Kingdom,30.0,2011-07
555496,22178,VICTORIAN GLASS HANGING T-LIGHT,96,2011-06-03 14:44:00,1.06,15405.0,United Kingdom,101.76,2011-06
569521,82552,WASHROOM METAL SIGN,3,2011-10-04 14:33:00,1.45,16474.0,United Kingdom,4.35,2011-10
540984,72802C,VANILLA SCENT CANDLE JEWELLED BOX,3,2011-01-12 15:44:00,4.25,14167.0,United Kingdom,12.75,2011-01
546685,22236,CAKE STAND 3 TIER MAGIC GARDEN,1,2011-03-16 09:52:00,12.75,15687.0,United Kingdom,12.75,2011-03
566178,21218,RED SPOTTY BISCUIT TIN,12,2011-09-09 12:41:00,3.75,16353.0,United Kingdom,45.0,2011-09
579002,21619,4 VANILLA BOTANICAL CANDLES,2,2011-11-27 16:27:00,1.25,14093.0,United Kingdom,2.5,2011-11
567879,22113,GREY HEART HOT WATER BOTTLE,6,2011-09-22 14:53:00,4.25,16161.0,United Kingdom,25.5,2011-09
570448,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2011-10-10 14:55:00,2.08,13224.0,United Kingdom,20.8,2011-10
578928,23552,BICYCLE PUNCTURE REPAIR KIT ,3,2011-11-27 12:29:00,2.08,15443.0,United Kingdom,6.24,2011-11
573348,23101,SILVER STARS TABLE DECORATION,3,2011-10-30 12:27:00,0.83,14487.0,United Kingdom,2.49,2011-10
548703,22896,PEG BAG APPLES DESIGN,1,2011-04-03 11:37:00,2.55,16010.0,United Kingdom,2.55,2011-04
579555,23329,DECORATIVE WICKER HEART LARGE,2,2011-11-30 11:08:00,1.65,16241.0,United Kingdom,3.3,2011-11
576025,23250,VINTAGE RED TRIM ENAMEL BOWL ,2,2011-11-13 14:34:00,1.25,13232.0,United Kingdom,2.5,2011-11
577490,22952,60 CAKE CASES VINTAGE CHRISTMAS,5,2011-11-20 12:11:00,0.55,16464.0,United Kingdom,2.75,2011-11
573481,23535,WALL ART BICYCLE SAFETY,4,2011-10-31 11:10:00,5.95,13994.0,United Kingdom,23.8,2011-10
545063,37449,CERAMIC CAKE STAND + HANGING CAKES,1,2011-02-27 14:26:00,9.95,14606.0,United Kingdom,9.95,2011-02
569246,22107,PIZZA PLATE IN BOX,1,2011-10-03 09:57:00,7.46,14096.0,United Kingdom,7.46,2011-10
575481,21892,TRADITIONAL WOODEN CATCH CUP GAME ,4,2011-11-09 16:28:00,1.25,15679.0,United Kingdom,5.0,2011-11
543600,21539,RED RETROSPOT BUTTER DISH,2,2011-02-10 13:19:00,4.95,18168.0,United Kingdom,9.9,2011-02
564189,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,2011-08-23 15:34:00,7.95,14769.0,United Kingdom,15.9,2011-08
570237,23284,DOORMAT KEEP CALM AND COME IN,1,2011-10-09 14:48:00,8.25,13212.0,United Kingdom,8.25,2011-10
580659,22619,SET OF 6 SOLDIER SKITTLES,1,2011-12-05 13:46:00,3.75,17811.0,United Kingdom,3.75,2011-12
542791,22374,AIRLINE BAG VINTAGE JET SET RED,1,2011-02-01 10:47:00,4.25,15039.0,United Kingdom,4.25,2011-02
562973,21790,VINTAGE SNAP CARDS,144,2011-08-11 11:42:00,0.72,14911.0,EIRE,103.68,2011-08
546433,15058C,ICE CREAM DESIGN GARDEN PARASOL,2,2011-03-14 08:37:00,7.95,12778.0,Netherlands,15.9,2011-03
561968,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-08-01 13:29:00,2.55,16332.0,United Kingdom,15.3,2011-08
562015,23082,SET 6 PAPER TABLE LANTERN HEARTS ,6,2011-08-01 14:06:00,3.75,17615.0,United Kingdom,22.5,2011-08
562576,22953,BIRTHDAY PARTY CORDON BARRIER TAPE,3,2011-08-07 13:08:00,1.25,15518.0,United Kingdom,3.75,2011-08
538841,21987,PACK OF 6 SKULL PAPER CUPS,6,2010-12-14 13:11:00,0.65,16899.0,United Kingdom,3.9,2010-12
566295,85230B,CINNAMON SCENTED VOTIVE CANDLE,24,2011-09-11 15:44:00,0.29,15547.0,United Kingdom,6.959999999999999,2011-09
564437,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,2011-08-25 12:10:00,2.55,13320.0,United Kingdom,15.3,2011-08
556425,23184,BULL DOG BOTTLE OPENER,1,2011-06-10 12:51:00,4.95,14178.0,United Kingdom,4.95,2011-06
552269,21586,KINGS CHOICE GIANT TUBE MATCHES,1,2011-05-08 11:52:00,2.55,16121.0,United Kingdom,2.55,2011-05
547088,20685,DOORMAT RED RETROSPOT,2,2011-03-20 16:02:00,7.95,14223.0,United Kingdom,15.9,2011-03
561798,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2011-07-29 13:39:00,0.55,14911.0,EIRE,13.2,2011-07
576614,23520,EMBROIDERED RIBBON REEL RUBY ,1,2011-11-15 16:38:00,3.75,12933.0,United Kingdom,3.75,2011-11
557103,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,2,2011-06-16 15:49:00,8.5,16852.0,United Kingdom,17.0,2011-06
577835,23598,PAPER BUNTING VINTAGE PARTY,18,2011-11-22 10:24:00,2.95,16607.0,United Kingdom,53.1,2011-11
554637,82551,LAUNDRY 15C METAL SIGN,6,2011-05-25 11:58:00,1.45,14688.0,United Kingdom,8.7,2011-05
555537,84978,HANGING HEART JAR T-LIGHT HOLDER,3,2011-06-05 12:37:00,1.25,15453.0,United Kingdom,3.75,2011-06
564356,22376,AIRLINE BAG VINTAGE JET SET WHITE,1,2011-08-24 15:47:00,4.25,13969.0,United Kingdom,4.25,2011-08
540951,21217,RED RETROSPOT ROUND CAKE TINS,12,2011-01-12 13:10:00,8.95,13113.0,United Kingdom,107.4,2011-01
556284,23173,REGENCY TEAPOT ROSES ,2,2011-06-10 08:54:00,9.95,17115.0,United Kingdom,19.9,2011-06
578105,23426,METAL SIGN DROP YOUR PANTS,6,2011-11-23 08:47:00,2.89,14911.0,EIRE,17.34,2011-11
537130,22784,LANTERN CREAM GAZEBO ,4,2010-12-05 12:23:00,4.95,17796.0,United Kingdom,19.8,2010-12
580308,23569,TRADTIONAL ALPHABET STAMP SET,4,2011-12-02 14:30:00,4.95,14250.0,United Kingdom,19.8,2011-12
574835,23528,SPACEBOY WALL ART,6,2011-11-07 11:31:00,3.75,13139.0,United Kingdom,22.5,2011-11
547910,37444A,YELLOW BREAKFAST CUP AND SAUCER,1,2011-03-28 12:23:00,0.39,14159.0,United Kingdom,0.39,2011-03
564715,21452,TOADSTOOL MONEY BOX,3,2011-08-28 11:01:00,2.95,14472.0,United Kingdom,8.850000000000001,2011-08
557962,47566,PARTY BUNTING,8,2011-06-24 09:22:00,4.95,13709.0,United Kingdom,39.6,2011-06
580101,23201,JUMBO BAG ALPHABET,10,2011-12-01 15:12:00,2.08,15144.0,United Kingdom,20.8,2011-12
571653,22603,CHRISTMAS RETROSPOT TREE WOOD,12,2011-10-18 12:17:00,0.72,14298.0,United Kingdom,8.64,2011-10
563613,23296,SET OF 6 TEA TIME BAKING CASES,16,2011-08-18 08:49:00,1.25,12688.0,Israel,20.0,2011-08
561711,23265,SET OF 3 WOODEN TREE DECORATIONS,12,2011-07-29 11:45:00,1.25,13414.0,United Kingdom,15.0,2011-07
550145,85059,FRENCH ENAMEL WATER BASIN,4,2011-04-14 14:15:00,3.75,12637.0,France,15.0,2011-04
568142,23426,METAL SIGN DROP YOUR PANTS,1,2011-09-25 11:22:00,2.89,16744.0,United Kingdom,2.89,2011-09
565865,23254,CHILDRENS CUTLERY DOLLY GIRL ,4,2011-09-07 15:07:00,4.15,12637.0,France,16.6,2011-09
559477,22193,RED DINER WALL CLOCK,2,2011-07-08 13:44:00,8.5,14315.0,United Kingdom,17.0,2011-07
545062,22362,GLASS JAR PEACOCK BATH SALTS,1,2011-02-27 14:07:00,2.95,12748.0,United Kingdom,2.95,2011-02
572047,23465,TUSCAN VILLA FEEDING STATION,1,2011-10-20 12:13:00,8.25,16474.0,United Kingdom,8.25,2011-10
548293,21733,RED HANGING HEART T-LIGHT HOLDER,32,2011-03-30 11:51:00,2.55,13798.0,United Kingdom,81.6,2011-03
566495,23238,SET OF 4 KNICK KNACK TINS LONDON ,3,2011-09-13 11:14:00,4.15,15529.0,United Kingdom,12.45,2011-09
